,worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,doc_fact_check_source,doc_speaker_name,doc_speaker_party,doc_statement_date,doc_statement_description,doc_statement_text,doc_evidence_url,doc_completeness_value,doc_completeness_label,doc_completeness_index,doc_completeness_description,doc_comprehensibility_value,doc_comprehensibility_label,doc_comprehensibility_index,doc_comprehensibility_description,doc_precision_value,doc_precision_label,doc_precision_index,doc_precision_description,doc_informativeness_value,doc_informativeness_label,doc_informativeness_index,doc_informativeness_description,doc_unbiasedness_value,doc_unbiasedness_label,doc_unbiasedness_index,doc_unbiasedness_description,doc_accuracy_value,doc_accuracy_label,doc_accuracy_index,doc_accuracy_description,doc_speaker's-trustworthiness_value,doc_speaker's-trustworthiness_label,doc_speaker's-trustworthiness_index,doc_speaker's-trustworthiness_description,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_index,doc_truthfulness_description,doc_confidence_value,doc_confidence_label,doc_confidence_index,doc_confidence_description,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount,quartile,mean
459,5e6d07de9cf1952cdc94bf61,True,FakeNewsMultidimensional,V4-Prolific-1,unit_109,1,1,Next,"Tue, 23 Aug 2022 11:49:59 GMT",2022-08-23 11:49:59 00:00,1.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.latestly.com/socially/social-viral/fact-check/jdvance1-said-that-biden-risks-war-with-russia-because-putin-doesnt-believe-in-latest-tweet-by-politifact-2-3414496.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,38.65,1661254941.39,1661254980.04,True,True,True,True,True,correct_false,1.2
465,5e7027c5a2522d000bddb8f3,True,FakeNewsMultidimensional,V4-Prolific-1,unit_179,3,3,Next,"Tue, 23 Aug 2022 13:22:52 GMT",2022-08-23 13:22:52 00:00,1.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://www.cleveland.com/open/2015/04/john_kasich_signs_transportati.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,654.59,1661259473.68,1661260128.28,True,True,True,True,True,wrong_false,3.0
479,5e7a6846f0f631000a4e2b9d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_170,1,1,Next,"Tue, 23 Aug 2022 13:15:33 GMT",2022-08-23 13:15:33 00:00,5.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.newsweek.com/josh-mandel-ohio-debate-trump-election-stolen-1642075,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,231.43,1661259894.58,1661260126.01,True,True,True,True,True,correct_false,1.1
487,5e836a3c2598d409928dae31,True,FakeNewsMultidimensional,V4-Prolific-1,unit_68,1,1,Next,"Wed, 24 Aug 2022 13:32:08 GMT",2022-08-24 13:32:08 00:00,5.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://www.dispatch.com/story/news/politics/2012/12/13/kasich-turnpike-plan-would-mean/23896399007/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,85.02,1661347417.65,1661347502.67,True,True,True,True,True,wrong_false,3.0
494,5e84f020507cd30b367b2624,True,FakeNewsMultidimensional,V4-Prolific-1,unit_45,1,1,Next,"Tue, 23 Aug 2022 09:55:12 GMT",2022-08-23 09:55:12 00:00,4.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://ground.news/article/fact-check-does-scotus-nominee-ketanji-brown-jackson-have-a-record-on-defunding-the-police,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,84.96,1661248083.33,1661248168.29,True,True,True,True,True,other,1.5
503,5e935de580280569a374fa97,True,FakeNewsMultidimensional,V4-Prolific-1,unit_41,1,1,Next,"Tue, 23 Aug 2022 09:25:25 GMT",2022-08-23 09:25:25 00:00,5.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.huffpost.com/entry/fox-news-dan-bongino-healthiest-error_n_6200743ce4b0b69cfe90aa9b,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,473.47,1661244842.84,1661245316.31,True,True,True,True,True,other,1.7
505,5e987098f1bb6707dca13f5b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_151,1,1,Finish,"Tue, 23 Aug 2022 12:24:54 GMT",2022-08-23 12:24:54 00:00,7.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.fec.gov/resources/cms-content/documents/2020presgeresults.pdf,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,-2.0,completely-disagree,0.0,,1.0,161.86,1661257048.71,1661257210.57,True,True,True,True,True,correct_false,1.1
518,5e9c8deb90dd470441c7f98e,True,FakeNewsMultidimensional,V4-Prolific-1,unit_92,1,1,Next,"Tue, 23 Aug 2022 14:37:49 GMT",2022-08-23 14:37:49 00:00,3.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://launchliberty.com/breaking-census-reporting-more-votes-than-voters-in-2020-election/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,3.0,111.45,1661265076.92,1661265146.95,True,True,True,True,True,other,1.8
522,5e9fc65dee2ccf178f0e413f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_30,1,1,Next,"Mon, 22 Aug 2022 15:52:00 GMT",2022-08-22 15:52:00 00:00,0.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://lawblog123.com/in-georgia-perdue-falsely-claims-kemp-allowed-75-million-ballots-to-be-sent-to-every-voter-politifact_273184.html,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,32.2,1661183142.0,1661183174.2,True,True,True,True,True,wrong_false,2.5
535,5eb29a3db97d6b0008d24a1a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_86,1,1,Next,"Tue, 23 Aug 2022 11:16:00 GMT",2022-08-23 11:16:00 00:00,5.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.businessinsider.com/unhealthiest-cities-in-us-ranked-stress-money-health-2020-1,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,286.76,1661252696.29,1661252983.05,True,True,True,True,True,other,1.7
543,5ec2feeb47c4471339d3b2ce,True,FakeNewsMultidimensional,V4-Prolific-1,unit_54,1,1,Next,"Tue, 23 Aug 2022 10:10:59 GMT",2022-08-23 10:10:59 00:00,5.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.houstonchronicle.com/politics/texas/politifact/article/Fact-check-Texas-Republican-falsely-claims-COVID-16926159.php,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,384.02,1661248626.98,1661249011.0,True,True,True,True,True,other,1.4444444444444444
545,5edb6d2469290d00092100f8,True,FakeNewsMultidimensional,V4-Prolific-1,unit_129,1,1,Finish,"Tue, 23 Aug 2022 12:17:13 GMT",2022-08-23 12:17:13 00:00,7.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.cnn.com/2022/02/17/politics/federal-funds-crack-pipe-fact-check/index.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,140.94,1661256547.57,1661256688.51,True,True,True,True,True,other,1.4
559,5ee2916b70aa643be19c0036,True,FakeNewsMultidimensional,V4-Prolific-1,unit_116,1,1,Next,"Tue, 23 Aug 2022 11:49:14 GMT",2022-08-23 11:49:14 00:00,5.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.wral.com/fact-check-gop-group-says-republicans-don-t-want-to-throw-abortion-doctors-in-jail/20280486/,-2.0,completely-disagree,0.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,114.68,1661254770.12,1661254884.8,True,True,True,True,True,other,2.0
561,5ee5e3b02eebe932ee9559c5,True,FakeNewsMultidimensional,V4-Prolific-1,unit_26,1,1,Finish,"Tue, 23 Aug 2022 14:11:10 GMT",2022-08-23 14:11:10 00:00,7.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.edumagazine.co.uk/texas-republican-troy-nehls-falsely-hyperlinks-drug-use-to-masks/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,1.0,partially-agree,3.0,,1.0,110.35,1661263278.55,1661263388.91,True,True,True,True,True,other,1.4
575,5f067f5d65bf871ea04329ed,True,FakeNewsMultidimensional,V4-Prolific-1,unit_35,1,1,Next,"Mon, 22 Aug 2022 16:14:23 GMT",2022-08-22 16:14:23 00:00,5.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://mediabiasfactcheck.com/2022/04/30/the-latest-fact-checks-curated-by-media-bias-fact-check-04-30-2022/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,1.0,partially-agree,3.0,,1.0,158.47,1661184248.45,1661184406.92,True,True,True,True,True,wrong_false,2.5
583,5f0a7dec44c42c19a6c9f6d9,True,FakeNewsMultidimensional,V4-Prolific-1,unit_34,1,1,Next,"Wed, 24 Aug 2022 09:04:27 GMT",2022-08-24 09:04:27 00:00,5.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://wisconsinspotlight.com/the-election-mark-zuckerberg-bought/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,65.8,1661331626.05,1661331691.85,True,True,True,True,True,other,2.2
588,5f36bde6d3369c0cadac39bf,True,FakeNewsMultidimensional,V4-Prolific-1,unit_107,1,1,Next,"Tue, 23 Aug 2022 11:48:06 GMT",2022-08-23 11:48:06 00:00,2.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://www.pbs.org/newshour/politics/ap-fact-check-senators-misrepresent-ketanji-brown-jackson-on-abortion,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,41.15,1661254159.05,1661254200.2,True,True,True,True,True,other,1.6
593,5f376a3c9604721f51cf52b5,True,FakeNewsMultidimensional,V4-Prolific-1,unit_153,1,1,Finish,"Tue, 23 Aug 2022 14:51:20 GMT",2022-08-23 14:51:20 00:00,7.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.census.gov/newsroom/press-releases/2022/2020-presidential-election-voting-report.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,79.62,1661265923.54,1661266003.16,True,True,True,True,True,other,1.8
607,5f3ebd568c429614c0f595e8,True,FakeNewsMultidimensional,V4-Prolific-1,unit_114,1,1,Next,"Tue, 23 Aug 2022 12:00:39 GMT",2022-08-23 12:00:39 00:00,5.0,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,Politifact,Charles Van Zant,REP,2022-05-16,"stated on March 22, 2014 in speech in March publicized May 16 by Think Progress:","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",https://archive.thinkprogress.org/florida-lawmaker-common-core-will-turn-every-one-of-your-children-gay-d76a564bd2ee/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,231.03,1661255148.96,1661255379.98,True,True,True,True,True,correct_false,0.7
610,5f47f0dd26b052111e2d323b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_131,1,1,Next,"Tue, 23 Aug 2022 12:12:09 GMT",2022-08-23 12:12:09 00:00,6.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://www.ground.news/article/politifact-no-these-mass-shootings-werent-a-plot-to-protect-hillary-clinton-from-negative-news-coverage,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,117.31,1661256238.81,1661256356.12,True,True,True,True,True,correct_false,0.8
617,5f4f12010c816616c12ab29d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_173,1,1,Finish,"Tue, 23 Aug 2022 13:12:55 GMT",2022-08-23 13:12:55 00:00,7.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://www.cnn.com/2022/04/21/politics/fact-check-david-perdue-2020-election-brian-kemp/index.html,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,29.11,1661260160.44,1661260189.55,True,True,True,True,True,other,2.1
631,5f4f990e0e7da9068d0a9802,True,FakeNewsMultidimensional,V4-Prolific-1,unit_78,1,1,Next,"Tue, 23 Aug 2022 11:10:01 GMT",2022-08-23 11:10:01 00:00,5.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://www.reuters.com/article/ohio-turnpike-bonds-idUSL1E8ND75G20121213,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,100.12,1661252726.34,1661252826.45,True,True,True,True,True,wrong_false,3.0
639,5f565c9592080106c6b4d467,True,FakeNewsMultidimensional,V4-Prolific-1,unit_118,1,1,Next,"Tue, 23 Aug 2022 14:43:24 GMT",2022-08-23 14:43:24 00:00,5.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://slate.com/news-and-politics/2022/04/romney-collins-murkowski-marjorie-taylor-greene-pedophile.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,172.78,1661265196.27,1661265369.06,True,True,True,True,True,correct_false,1.2
645,5f636ecb4ea0bf03d640028f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_50,1,1,Next,"Tue, 23 Aug 2022 09:59:55 GMT",2022-08-23 09:59:55 00:00,3.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",http://wethepeopleconvention.org/articles/More-Votes-than-Voters,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,172.37,1661248063.22,1661248235.6,True,True,True,True,True,other,1.8
653,5f6e2f793c9b1032dbe72def,True,FakeNewsMultidimensional,V4-Prolific-1,unit_8,1,1,Next,"Tue, 23 Aug 2022 13:57:40 GMT",2022-08-23 13:57:40 00:00,3.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://thearizonadailynews.com/fact-check-mick-mcguire-says-ketanji-brown-jackson-has-a-weak-record-and-wants-to-defund-police-houston-chronicle/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,280.12,1661262117.09,1661262397.21,True,True,True,True,True,other,1.5
658,5f969b802a498b000aab2571,True,FakeNewsMultidimensional,V4-Prolific-1,unit_139,1,1,Next,"Tue, 23 Aug 2022 12:00:50 GMT",2022-08-23 12:00:50 00:00,0.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://reason.org/commentary/gov-kasichs-ohio-turnpike-mistake/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,19.68,1661255820.0,1661255839.68,True,True,True,True,True,wrong_false,3.0
666,5f98ab718920801c578363ab,True,FakeNewsMultidimensional,V4-Prolific-1,unit_183,1,1,Next,"Tue, 23 Aug 2022 13:33:59 GMT",2022-08-23 13:33:59 00:00,0.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://thearizonadailynews.com/fact-check-mick-mcguire-says-ketanji-brown-jackson-has-a-weak-record-and-wants-to-defund-police-houston-chronicle/,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,66.66,1661260874.0,1661260940.66,True,True,True,True,True,other,1.5
678,5f9b6cc0e01ad13902b38f60,True,FakeNewsMultidimensional,V4-Prolific-1,unit_133,1,1,Next,"Tue, 23 Aug 2022 12:18:06 GMT",2022-08-23 12:18:06 00:00,4.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.breitbart.com/politics/2018/11/05/politifact-tries-whitewash-democrat-jon-testers-gun-control-plan/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,-2.0,completely-disagree,0.0,,1.0,66.71,1661256842.88,1661256909.59,True,True,True,True,True,wrong_false,3.3
681,5fb97228ff45687f38da7813,True,FakeNewsMultidimensional,V4-Prolific-1,unit_165,1,1,Finish,"Tue, 23 Aug 2022 15:08:22 GMT",2022-08-23 15:08:22 00:00,7.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://slate.com/news-and-politics/2022/04/romney-collins-murkowski-marjorie-taylor-greene-pedophile.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,425.54,1661266713.46,1661267139.0,True,True,True,True,True,correct_false,1.2
